city,cloudiness,country,date,humidity,lat,lng,max_temp,wind_speed
Dongying,100,CN,1574454616,83,37.43,118.67,56.75,5.64
Cherskiy,96,RU,1574454641,97,68.75,161.3,-21.98,7.52
Mantamados,40,GR,1574454641,93,39.31,26.33,59.0,4.7
Chilakalurupet,0,IN,1574454642,93,16.09,80.17,69.58,2.62
Upernavik,100,GL,1574454642,54,72.79,-56.15,11.32,4.68
Chalinze,100,TZ,1574454642,97,-6.64,38.35,74.79,1.7
Hobart,75,AU,1574454603,50,-42.88,147.33,57.99,8.05
Marzuq,0,YE,1574454642,59,14.4,46.47,65.62,1.83
Jamestown,56,AU,1574454448,74,-33.21,138.6,51.82,2.13
Dikson,79,RU,1574454642,96,73.51,80.55,-6.68,12.3
Longyearbyen,100,NO,1574454642,98,78.22,15.63,20.73,4.59
Corinto,40,CO,1574454642,58,3.17,-76.26,84.2,6.93
Torbay,90,CA,1574454642,93,47.66,-52.73,39.0,21.92
Brae,90,GB,1574454643,87,60.4,-1.35,48.2,23.04
Isangel,40,VU,1574454643,64,-19.55,169.27,75.2,13.87
Rawson,0,AR,1574454643,54,-43.3,-65.11,62.53,17.25
Hilo,90,US,1574454464,83,19.71,-155.08,75.99,6.93
Albany,75,US,1574454643,56,42.65,-73.75,42.8,26.4
Airai,97,TL,1574454643,41,-8.93,125.41,67.06,3.29
Guerrero Negro,24,MX,1574454643,43,27.97,-114.04,69.42,12.1
Kapaa,90,US,1574454643,74,22.08,-159.32,82.4,17.22
Prince Rupert,90,CA,1574454643,93,54.32,-130.32,51.8,13.87
Timbuktu,0,ML,1574454644,16,16.77,-3.01,80.53,11.5
Butaritari,100,KI,1574454645,77,3.07,172.79,83.17,19.08
Klaksvik,100,FO,1574454645,93,62.23,-6.59,46.4,11.41
Thompson,40,CA,1574454645,80,55.74,-97.86,33.8,12.75
Hobyo,75,SO,1574454646,77,5.35,48.53,80.85,15.75
Bluff,0,AU,1574454646,67,-23.58,149.07,70.83,8.1
Castro,33,CL,1574454646,14,-42.48,-73.76,69.8,8.05
Iqaluit,90,CA,1574454647,86,63.75,-68.52,28.4,9.17
Zabol,0,IR,1574454647,75,31.03,61.49,41.0,9.17
Solnechnyy,100,RU,1574454647,96,50.72,136.64,20.68,7.29
Yulara,0,AU,1574454647,12,-25.24,130.99,71.6,13.87
Kilis,75,TR,1574454647,37,36.72,37.12,50.0,6.93
Hermanus,100,ZA,1574454647,80,-34.42,19.24,64.0,3.0
Bijie,100,CN,1574454647,97,27.3,105.3,47.79,5.28
Lebu,92,ET,1574454647,94,8.96,38.73,56.05,1.97
Siuna,43,NI,1574454648,90,13.73,-84.78,78.26,4.07
Burns Lake,100,CA,1574454615,74,54.23,-125.76,38.53,7.45
Savannah Bight,0,HN,1574454648,71,16.45,-85.85,80.73,5.32
Norman Wells,75,CA,1574454648,92,65.28,-126.83,14.0,4.7
Georgetown,20,GY,1574454648,79,6.8,-58.16,84.2,4.7
Ilulissat,75,GL,1574454648,41,69.22,-51.1,19.4,14.99
Port Alfred,48,ZA,1574454648,88,-33.59,26.89,64.99,4.0
Mayo,90,CA,1574454648,80,63.59,-135.9,35.6,2.24
Sarangani,63,PH,1574454649,71,5.4,125.46,84.0,11.1
Tiksi,100,RU,1574454649,89,71.64,128.87,-18.58,4.85
Oktyabrskiy,100,RU,1574454649,92,55.61,37.97,23.0,4.47
Mae Hong Son,3,MM,1574454650,97,19.3,97.96,60.6,0.81
Cayenne,100,GF,1574454650,88,4.94,-52.33,82.4,6.55
Santa Cruz do Sul,100,BR,1574454650,92,-29.71,-52.43,75.0,0.96
Namibe,98,AO,1574454650,83,-15.19,12.15,70.23,16.51
Kodinsk,100,RU,1574454650,90,58.6,99.18,-7.46,8.81
Vardo,1,US,1574454502,66,39.62,-77.74,52.0,17.22
Kavieng,100,PG,1574454650,77,-2.57,150.8,82.13,13.24
Morondava,97,MG,1574454650,80,-20.3,44.28,77.52,1.5
Boli,100,CN,1574454651,85,45.76,130.56,39.72,9.01
College,75,US,1574454651,86,64.86,-147.8,28.4,6.93
Rio Gallegos,40,AR,1574454535,33,-51.62,-69.22,62.6,9.17
Bulaevo,87,KZ,1574454651,96,54.91,70.44,7.99,6.44
Waitati,100,NZ,1574454413,85,-45.75,170.57,53.01,11.01
Khatanga,60,RU,1574454651,100,71.98,102.47,-10.1,3.6
Bontang,100,ID,1574454651,88,0.12,117.47,77.45,4.83
Sur,0,OM,1574454651,61,22.57,59.53,72.37,12.64
Ribeira Grande,75,PT,1574454651,93,38.52,-28.7,66.2,13.87
Ayan,68,IR,1574454651,90,38.23,44.7,25.83,0.58
Turnhout,82,BE,1574454651,87,51.32,4.95,45.0,11.41
Marihatag,68,PH,1574454652,80,8.8,126.3,81.37,5.39
Vaini,0,IN,1574454652,78,15.34,74.49,63.9,6.2
Jinchang,2,CN,1574454652,46,38.52,102.19,26.69,0.31
Itaqui,33,BR,1574454652,77,-29.13,-56.55,81.09,9.53
Avarua,100,CK,1574454454,94,-21.21,-159.78,78.8,17.22
Provideniya,1,RU,1574454652,87,64.42,-173.23,3.67,7.85
Qaanaaq,56,GL,1574454652,79,77.48,-69.36,-2.69,7.72
Urucui,100,BR,1574454652,59,-7.23,-44.56,82.92,4.05
Koshurnikovo,100,RU,1574454652,98,54.3,93.39,-2.74,6.13
Alice Springs,87,AU,1574454652,21,-23.7,133.88,69.8,8.05
Bjerkvik,75,NO,1574454652,80,68.55,17.56,35.01,13.87
Goderich,99,CA,1574454653,83,43.74,-81.71,36.0,20.0
Wanning,90,AT,1574454653,100,48.64,13.53,42.01,2.24
Bredasdorp,74,ZA,1574454653,63,-34.53,20.04,66.2,6.93
Tazovskiy,100,RU,1574454653,95,67.47,78.7,9.84,8.19
Quatre Cocos,75,MU,1574454653,88,-20.21,57.76,78.01,6.93
Atar,0,MR,1574454653,19,20.52,-13.05,72.54,8.05
Yellowknife,90,CA,1574454653,92,62.45,-114.38,21.2,6.93
Sabang,35,PH,1574454653,94,13.8,121.11,77.0,1.01
Coihaique,1,CL,1574454653,40,-45.58,-72.07,68.0,10.29
Kafanchan,98,NG,1574454653,88,9.58,8.3,71.28,2.62
Abay,0,KZ,1574454654,76,49.63,72.87,-11.2,4.47
Mokokchung,84,IN,1574454654,90,26.32,94.52,59.29,2.39
Sawai Madhopur,100,IN,1574454654,52,26.02,76.35,65.21,2.35
Chiredzi,100,ZW,1574454654,84,-21.05,31.67,77.34,3.47
Soyo,94,AO,1574454654,83,-6.13,12.37,77.36,4.16
Rocha,100,UY,1574454654,81,-34.48,-54.34,63.88,16.06
Domat,75,CH,1574454654,92,46.83,9.45,44.01,5.82
Nome,90,US,1574454654,88,30.04,-94.42,77.0,6.93
Sioux Falls,1,US,1574454654,47,43.55,-96.7,35.6,8.05
Sulangan,55,PH,1574454654,80,11.14,123.72,82.29,14.05
San Policarpo,5,PH,1574454655,84,12.18,125.51,80.96,8.12
Kita,75,JP,1574454655,93,35.76,139.74,53.01,28.86
Bilibino,100,RU,1574454655,100,68.06,166.44,-28.59,1.9
Cap-Chat,100,CA,1574454655,88,49.1,-66.68,30.76,12.84
Beroroha,100,MG,1574454655,66,-21.68,45.17,75.04,2.91
Goundam,0,ML,1574454655,19,16.42,-3.66,79.83,11.25
Lasa,20,CY,1574454655,72,34.92,32.53,59.0,6.93
Vila,90,IT,1574454655,100,45.18,8.4,51.01,8.05
Ammon,90,US,1574454638,55,43.47,-111.97,42.01,8.05
Pevek,100,RU,1574454656,95,69.7,170.27,-7.47,4.63
Faya,0,SA,1574454656,82,18.39,42.45,57.2,3.65
Cape Town,40,ZA,1574454656,63,-33.93,18.42,66.99,8.05
Fort Nelson,75,CA,1574454656,79,58.81,-122.69,32.0,4.7
East London,40,ZA,1574454656,88,-33.02,27.91,62.6,3.36
Geraldton,75,CA,1574454656,85,49.72,-86.95,24.8,13.87
Ust-Ishim,64,RU,1574454656,97,57.69,71.17,8.02,4.81
Atuona,8,PF,1574454656,72,-9.8,-139.03,79.65,16.75
Nantucket,90,US,1574454656,87,41.28,-70.1,54.0,14.99
Lagoa,40,PT,1574454656,87,37.14,-8.45,62.01,14.99
Palmer,40,AU,1574454656,87,-34.85,139.16,57.0,13.87
Autazes,100,BR,1574454657,95,-3.58,-59.13,75.9,4.29
Mbarara,96,UG,1574454657,94,-0.61,30.65,60.55,4.63
Salalah,0,OM,1574454657,33,17.01,54.1,77.0,17.22
Zelenoborsk,83,RU,1574454657,90,61.47,64.05,22.01,7.87
Cockburn Town,40,TC,1574454657,61,21.46,-71.14,80.6,9.17
Mahebourg,75,MU,1574454657,88,-20.41,57.7,78.01,6.93
Lavrentiya,98,RU,1574454657,81,65.58,-170.99,19.8,20.67
Arlington,90,US,1574454587,81,32.74,-97.11,52.0,12.75
Cabo San Lucas,20,MX,1574454602,61,22.89,-109.91,82.99,10.29
Stara Vyzhivka,100,UA,1574454658,43,51.44,24.44,28.47,18.68
Ostersund,75,SE,1574454658,93,63.18,14.64,35.6,16.11
Esperance,75,AU,1574454658,93,-33.86,121.89,53.6,4.7
Pekan,20,MY,1574454658,94,3.49,103.39,73.4,2.24
Mareeba,40,AU,1574454658,78,-16.99,145.42,71.6,5.82
Srednekolymsk,91,RU,1574454658,97,67.46,153.71,-15.3,5.97
Liku,100,ID,1574454658,92,-0.73,119.89,69.51,1.23
Hay River,75,CA,1574454610,92,60.82,-115.79,17.6,5.82
Nanakuli,75,US,1574454659,58,21.39,-158.15,84.0,19.46
Chokurdakh,100,RU,1574454659,98,70.62,147.9,-13.88,8.88
Pochutla,20,MX,1574454659,66,15.74,-96.47,87.01,6.93
Hasaki,75,JP,1574454659,100,35.73,140.83,55.4,16.11
Poum,75,MK,1574454659,81,41.28,20.71,42.8,1.12
Nikolskoye,18,RU,1574454659,62,59.7,30.79,25.0,4.47
Jiuquan,100,CN,1574454659,47,39.73,98.49,25.47,1.95
Rockland,40,CA,1574454522,75,45.55,-75.29,33.01,24.16
Zhoukou,100,CN,1574454660,55,33.63,114.64,57.85,5.3
Aloleng,100,PH,1574454667,92,16.13,119.78,74.05,4.21
Nemuro,0,JP,1574454667,60,43.32,145.57,39.87,8.59
Saint George,20,GR,1574454667,76,39.45,22.34,53.6,4.7
Chuy,63,UY,1574454667,80,-33.69,-53.46,70.29,15.93
Kahului,20,US,1574454667,65,20.89,-156.47,82.4,18.34
Souillac,100,FR,1574454667,87,45.6,-0.6,54.0,12.75
Saint-Augustin,75,CA,1574454667,75,45.63,-73.98,35.6,9.17
Port-Gentil,20,GA,1574454667,88,-0.72,8.78,80.6,4.7
Nieuw Amsterdam,40,SR,1574454667,70,5.88,-55.08,84.2,5.82
Saskylakh,90,RU,1574454668,98,71.97,114.09,-8.19,3.67
Ostrovnoy,55,RU,1574454668,84,68.05,39.51,22.8,9.6
Kyshtovka,85,RU,1574454668,96,56.56,76.62,0.16,8.03
Puerto Montt,67,CL,1574454611,48,-41.47,-72.94,66.2,9.17
Port Elizabeth,90,US,1574454431,87,39.31,-74.98,53.01,10.29
Kalmunai,100,LK,1574454669,76,7.42,81.82,81.57,8.1
Helong,0,CN,1574454669,77,25.94,116.13,54.48,1.48
Bugama,20,NG,1574454669,88,4.73,6.86,80.6,3.36
Ahipara,0,NZ,1574454669,84,-35.17,173.16,70.0,21.97
Paamiut,100,GL,1574454669,50,61.99,-49.67,30.4,7.38
Nelson Bay,40,AU,1574454670,88,-32.72,152.14,69.01,2.13
Skjervoy,30,NO,1574454671,80,70.03,20.97,33.8,17.22
Somerset,90,US,1574454670,87,41.77,-71.13,52.0,8.05
Shitanjing,0,CN,1574454671,34,39.23,106.34,31.24,2.93
Khorixas,0,NA,1574454671,54,-20.37,14.96,60.39,8.72
Bulgan,100,MN,1574454671,78,48.81,103.53,-4.22,3.69
Dwarka,40,IN,1574454671,56,28.58,77.04,68.0,4.7
Hithadhoo,89,MV,1574454671,75,-0.6,73.08,82.09,9.35
Lazarev,100,RU,1574454671,76,52.23,141.51,34.52,28.7
Leningradskiy,100,RU,1574454672,95,69.38,178.42,2.79,21.9
Sinnamary,90,GF,1574454672,80,5.38,-52.96,82.51,14.12
Antofagasta,20,CL,1574454672,64,-23.65,-70.4,71.6,14.99
Shenjiamen,79,CN,1574454672,89,29.96,122.3,67.17,12.03
Sorong,100,ID,1574454672,97,-0.86,131.25,72.12,1.01
Nanortalik,100,GL,1574454672,76,60.14,-45.24,34.36,8.81
Najran,40,SA,1574454672,82,17.54,44.22,59.0,6.93
Mordovo,4,RU,1574454672,43,52.09,40.76,19.09,5.12
Hualmay,33,PE,1574454672,65,-11.1,-77.61,69.76,9.17
Sao Joao da Barra,75,BR,1574454672,78,-21.64,-41.05,78.8,25.28
Algiers,75,US,1574454672,65,29.94,-90.04,80.6,8.05
Warwick,90,US,1574454673,87,41.7,-71.42,52.0,8.05
Laguna,20,BZ,1574454673,70,16.17,-88.94,86.0,6.93
Ugoofaaru,100,MV,1574454673,75,5.67,73.0,82.47,10.45
Hofn,90,IS,1574454673,86,64.25,-15.21,41.0,5.82
Northam,0,AU,1574454673,59,-31.65,116.67,64.4,14.99
Baruun-Urt,98,MN,1574454673,81,46.68,113.28,-1.98,6.38
Hamilton,75,CA,1574454615,55,43.26,-79.87,39.0,12.75
Berlevag,40,NO,1574454673,74,70.86,29.09,33.8,6.93
Anadyr,2,RU,1574454673,76,64.73,177.51,-5.8,8.95
Nouadhibou,0,MR,1574454673,77,20.93,-17.03,68.0,12.75
Praia,75,BR,1574454673,65,-20.25,-43.81,82.4,6.93
Alekseyevsk,100,RU,1574454673,95,57.84,108.35,-7.17,8.3
Victoria,75,BN,1574454674,94,5.28,115.24,77.0,1.12
Urucara,100,BR,1574454674,80,-2.54,-57.76,81.7,1.81
Cafarnaum,100,BR,1574454674,43,-11.69,-41.47,80.13,8.99
Tilichiki,100,RU,1574454674,89,60.47,166.1,-5.01,6.44
Mehamn,40,NO,1574454674,74,71.03,27.85,33.8,6.93
Kutum,80,SD,1574454674,17,14.2,24.66,66.34,6.53
Matagami,98,NG,1574454674,88,9.67,8.4,71.28,2.62
Touros,20,BR,1574454674,65,-5.2,-35.46,82.4,16.11
Brewster,90,US,1574454675,87,41.76,-70.08,54.0,9.17
Smithers,90,CA,1574454675,93,54.78,-127.17,39.2,8.05
Alyangula,0,AU,1574454675,94,-13.85,136.42,75.2,5.93
Itarema,100,BR,1574454675,74,-2.92,-39.92,77.99,8.95
Tczew,90,PL,1574454675,69,54.09,18.8,39.0,16.11
Pangnirtung,90,CA,1574454675,79,66.15,-65.72,24.8,16.11
Micoud,40,LC,1574454675,74,13.82,-60.9,84.2,4.7
Fairbanks,75,US,1574454607,86,64.84,-147.72,28.4,6.93
Port Lincoln,98,AU,1574454675,79,-34.72,135.86,56.08,4.36
Majene,100,ID,1574454675,87,-3.54,118.97,75.76,3.31
Bang Mun Nak,4,TH,1574454675,61,16.03,100.38,80.01,3.96
Necochea,0,AR,1574454676,72,-38.55,-58.74,57.0,11.01
Havoysund,18,NO,1574454676,66,71.0,24.66,32.0,13.87
Adrar,34,DZ,1574454676,36,27.87,-0.29,66.2,9.17
Arman,100,RU,1574454676,79,59.7,150.17,17.55,8.43
San Javier,91,BR,1574454676,65,-27.87,-55.13,81.0,1.01
Talnakh,100,RU,1574454676,84,69.49,88.39,-0.4,15.66
Bathsheba,20,BB,1574454676,66,13.22,-59.52,84.2,9.17
Shelburne,75,CA,1574454676,55,44.08,-80.2,35.6,11.41
Mar del Plata,0,AR,1574454676,35,-46.43,-67.52,60.3,13.67
Kiunga,5,PG,1574454676,96,-6.12,141.3,72.03,0.6
Awbari,0,LY,1574454676,36,26.59,12.77,69.66,7.23
Vladyslavivka,100,UA,1574454676,72,50.53,25.74,26.01,16.22
Kenai,90,US,1574454677,93,60.55,-151.26,37.99,4.7
Karratha,96,AU,1574454677,55,-20.74,116.85,82.56,11.16
Houma,31,CN,1574454677,74,35.63,111.36,42.12,1.57
Yerbogachen,100,RU,1574454677,93,61.28,108.01,-8.57,10.56
Oeiras,53,BR,1574454677,44,-7.01,-42.13,86.27,3.87
Ust-Nera,94,RU,1574454677,100,64.57,143.24,-38.34,1.92
Betul,0,IN,1574454677,68,21.92,77.9,64.36,2.98
Cururupu,60,BR,1574454677,71,-1.82,-44.87,79.9,5.59
Minab,0,IR,1574454677,51,27.15,57.07,69.8,6.93
Olbernhau,100,CZ,1574454678,87,50.66,13.35,44.6,5.82
Novyy Urengoy,100,RU,1574454678,94,66.08,76.63,11.16,9.08
Pampas,69,PE,1574454678,60,-12.4,-74.87,54.7,8.37
Ngunguru,0,NZ,1574454678,67,-35.62,174.5,64.0,8.99
Fortuna,20,US,1574454678,50,40.6,-124.16,62.01,3.98
Kingman,1,US,1574454567,57,35.19,-114.05,64.99,6.93
Periyapatti,52,IN,1574454678,95,11.22,78.15,71.82,0.85
Jalu,0,LY,1574454456,44,29.03,21.55,61.34,7.74
Bilma,28,NE,1574454678,17,18.69,12.92,75.54,4.18
Port Hardy,90,CA,1574454678,93,50.7,-127.42,44.6,5.82
Mahibadhoo,0,MV,1574454679,72,3.78,72.97,83.08,9.33
Pisco,20,PE,1574454679,30,-13.71,-76.2,71.6,13.87
Aldan,100,RU,1574454679,99,58.61,125.39,-12.41,7.45
Tamiahua,0,MX,1574454679,85,21.28,-97.45,75.51,11.3
Sakaiminato,20,JP,1574454679,87,35.55,133.23,44.6,4.7
Wasilla,90,US,1574454518,75,61.58,-149.44,41.0,10.29
Fergus Falls,1,US,1574454680,55,46.28,-96.08,39.2,11.41
Nisia Floresta,20,BR,1574454680,65,-6.09,-35.21,82.4,16.11
Zhigansk,100,RU,1574454680,96,66.77,123.37,-19.28,9.71
Caravelas,100,BR,1574454680,84,-17.73,-39.27,76.12,8.39
Port Macquarie,90,AU,1574454680,100,-31.43,152.91,66.99,5.82
Lure,100,FR,1574454680,81,47.69,6.5,44.6,10.29
Korenovsk,20,RU,1574454680,68,45.46,39.45,30.99,20.13
Katsuura,40,JP,1574454681,93,33.93,134.5,53.01,4.7
Rabo de Peixe,40,PT,1574454681,88,37.8,-25.58,66.2,19.46
Gravdal,75,NO,1574454681,81,59.79,5.78,48.99,9.17
Teknaf,0,BD,1574454681,88,20.86,92.31,61.0,1.36
Abu Zabad,0,SD,1574454681,23,12.35,29.25,75.31,12.35
Sao Gabriel da Cachoeira,75,BR,1574454681,88,-0.13,-67.09,82.4,5.82
Moengo,100,SR,1574454682,88,5.62,-54.4,79.43,3.96
Dryden,1,CA,1574454608,74,49.79,-92.84,28.4,17.22
Gedo,100,ET,1574454682,91,9.01,37.45,57.81,3.56
Tarko-Sale,100,RU,1574454682,89,64.92,77.78,16.0,3.0
Kupang,37,ID,1574454682,78,-10.16,123.6,80.29,4.45
Taltal,4,CL,1574454682,70,-25.41,-70.49,65.91,7.74
Husavik,0,CA,1574454682,69,50.56,-96.99,33.01,7.0
Faribault,1,US,1574454682,74,44.3,-93.27,32.0,6.93
Huron,1,US,1574454682,38,44.36,-98.21,42.8,12.75
Salisbury,100,GB,1574454566,81,51.07,-1.8,52.0,16.11
Kathu,0,ZA,1574454683,18,-27.7,23.05,79.0,9.1
Petropavlovsk-Kamchatskiy,4,RU,1574454683,72,53.05,158.65,10.4,11.18
Micheweni,49,TZ,1574454683,84,-4.97,39.83,82.24,12.39
Ambulu,5,ID,1574454683,86,-8.35,113.61,78.06,5.57
Puksoozero,100,RU,1574454683,88,62.59,40.61,24.44,7.65
San-Pedro,13,CI,1574454683,71,4.75,-6.64,83.28,6.91
Severo-Kurilsk,88,RU,1574454683,76,50.68,156.12,25.9,24.18
Sao Filipe,61,CV,1574454683,76,14.9,-24.5,73.65,14.05
Onega,100,RU,1574454683,85,63.91,38.09,30.6,11.07
Dubbo,100,AU,1574454683,43,-32.25,148.6,73.4,5.82
Alofi,100,NU,1574454684,94,-19.06,-169.92,73.4,5.82
Puerto del Rosario,20,ES,1574454684,73,28.5,-13.86,69.8,13.87
Bubaque,7,GW,1574454684,67,11.28,-15.83,83.28,9.62
Samarai,100,PG,1574454684,87,-10.62,150.67,72.41,5.7
Stromness,75,CA,1574454684,55,42.87,-79.55,37.99,18.34
Bako,97,BF,1574454684,19,12.29,-0.73,82.83,4.99
Luganville,75,VU,1574454684,69,-15.51,167.18,78.8,10.29
Viedma,2,AR,1574454684,26,-40.81,-62.99,69.93,18.39
Chaiya,100,IN,1574454684,32,29.28,74.48,66.87,6.91
Vostok,0,RU,1574454685,88,46.45,135.83,27.27,6.38
Dingle,9,PH,1574454685,89,11.0,122.67,74.8,7.4
Severo-Yeniseyskiy,59,RU,1574454686,97,60.37,93.04,-15.68,5.17
Ignalina,69,LT,1574454686,34,55.34,26.16,26.37,11.92
Biak,63,ID,1574454686,76,-0.91,122.88,81.3,4.63
Sorland,75,NO,1574454686,75,67.67,12.69,44.6,3.36
Koupela,23,BF,1574454686,16,12.18,-0.35,85.42,6.93
Faanui,99,PF,1574454686,79,-16.48,-151.75,81.09,16.28
Veinticinco de Mayo,98,AR,1574454686,65,-27.38,-54.75,81.0,1.01
Te Anau,100,NZ,1574454686,98,-45.41,167.72,52.81,0.11
Kununurra,40,AU,1574454686,73,-15.77,128.74,75.2,11.41
Praia da Vitoria,20,PT,1574454686,82,38.73,-27.07,68.0,19.37
Sambava,100,MG,1574454687,95,-14.27,50.17,73.47,0.92
Haines Junction,75,CA,1574454687,96,60.75,-137.51,24.48,11.14
Irbit,8,RU,1574454687,96,57.67,63.06,13.78,6.33
Cabedelo,75,BR,1574454687,65,-6.97,-34.84,82.4,14.99
Puerto Baquerizo Moreno,20,EC,1574454687,61,-0.9,-89.6,77.0,14.99
Saint Anthony,90,US,1574454687,55,43.97,-111.68,42.01,6.93
Bay Roberts,90,CA,1574454687,93,47.58,-53.28,39.0,21.92
Mach,16,PK,1574454687,70,29.87,67.33,51.6,1.9
Saint-Pierre,100,FR,1574454688,87,48.95,4.24,50.0,17.22
Cleveland,90,US,1574454688,55,41.51,-81.69,37.99,12.75
Luis Correia,96,BR,1574454688,70,-2.88,-41.67,84.2,20.8
Kruisfontein,1,ZA,1574454688,94,-34.0,24.73,57.07,3.11
Khani,0,GE,1574454688,43,41.96,42.96,50.0,40.26
Mount Isa,0,AU,1574454688,64,-20.73,139.49,69.8,3.36
Baiyin,0,CN,1574454688,85,36.55,104.13,17.6,6.71
Sarahan,100,IN,1574454688,95,31.51,77.79,30.83,4.14
Porto Belo,20,BR,1574454688,83,-27.15,-48.54,87.01,13.87
Espanola,67,CA,1574454632,61,46.27,-81.77,30.0,8.01
Nanae,58,JP,1574454689,93,41.94,140.7,35.8,2.8
Kilgore,90,US,1574454689,93,32.39,-94.88,57.2,12.3
Barcelos,100,BR,1574454689,94,-0.97,-62.93,79.14,2.8
Palana,100,RU,1574454689,93,59.08,159.95,19.78,12.73
Plouzane,75,FR,1574454689,93,48.38,-4.62,48.99,11.41
Taoudenni,0,ML,1574454689,19,22.68,-3.98,68.36,6.11
Macaracas,43,PA,1574454689,66,7.73,-80.55,82.96,6.11
Puerto Escondido,40,MX,1574454689,70,15.86,-97.07,86.0,9.17
Sosnovo-Ozerskoye,64,RU,1574454690,83,52.53,111.54,-4.79,12.59
Belaya Gora,100,RU,1574454690,98,68.54,146.19,-15.47,3.51
Pakxan,85,LA,1574454690,79,18.39,103.66,67.95,0.92
San Cristobal,65,HN,1574454690,52,14.68,-86.92,80.51,2.73
Road Town,20,VG,1574454690,54,18.42,-64.62,84.2,10.29
Tabou,72,CI,1574454691,90,4.42,-7.36,76.86,2.24
Araouane,0,ML,1574454691,16,18.9,-3.53,75.25,6.91
Kharp,100,RU,1574454691,92,66.82,65.8,21.11,8.88
Tarakan,99,ID,1574454691,88,3.3,117.63,76.93,4.52
Lazaro Cardenas,20,MX,1574454691,39,28.39,-105.62,72.0,5.82
Westport,90,US,1574454691,75,41.14,-73.36,51.01,9.17
San Juan,24,AR,1574454691,36,-31.54,-68.53,84.04,9.66
Sapele,100,NG,1574454691,91,5.89,5.68,77.09,4.07
Inverness,40,GB,1574454572,100,57.48,-4.23,46.0,5.35
Tautira,75,PF,1574454691,74,-17.73,-149.15,82.4,8.05
Sitka,99,US,1574454691,89,37.17,-99.65,30.0,4.65
Arlit,0,NE,1574454692,20,18.74,7.39,85.64,9.78
Nchelenge,100,ZM,1574454692,74,-9.35,28.74,75.51,7.76
Byron Bay,68,AU,1574454692,83,-28.65,153.62,73.0,14.99
Belmonte,100,PT,1574454692,94,40.36,-7.35,54.0,11.01
Talcahuano,90,CL,1574454692,87,-36.72,-73.12,57.2,14.99
Udachnyy,75,RU,1574454692,83,66.42,112.4,-11.2,2.24
Katangli,100,RU,1574454692,86,51.71,143.23,21.99,5.19
